dataset,sample_key,subject,session,recording,story,block,eligible,split,leakage_guard
ds004703,sub-SD010_ses-01_task-PassiveListen__trial-0,sub-SD010,ses-01,sub-SD010_ses-01_task-PassiveListen,welcome,NOT_APPLICABLE,False,UNASSIGNED,No adjacent-time random split; subject/session/story keys retained; train-only fitted transforms
SparrKULee,sub-014_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_6_1_eeg.npy,sub-014,ses-shortstories01,sub-014_ses-shortstories01_task-listeningActive_run-10_eeg.bdf,audiobook_6_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-014_ses-shortstories01_task-listeningActive_run-11_desc-preproc-audio-audiobook_6_2_eeg.npy,sub-014,ses-shortstories01,sub-014_ses-shortstories01_task-listeningActive_run-11_eeg.bdf,audiobook_6_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-015_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_2_1_eeg.npy,sub-015,ses-shortstories01,sub-015_ses-shortstories01_task-listeningActive_run-01_eeg.bdf,audiobook_2_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-015_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_2_2_eeg.npy,sub-015,ses-shortstories01,sub-015_ses-shortstories01_task-listeningActive_run-02_eeg.bdf,audiobook_2_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-015_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_6_1_eeg.npy,sub-015,ses-shortstories01,sub-015_ses-shortstories01_task-listeningActive_run-03_eeg.bdf,audiobook_6_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-015_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_6_2_eeg.npy,sub-015,ses-shortstories01,sub-015_ses-shortstories01_task-listeningActive_run-04_eeg.bdf,audiobook_6_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-015_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_1_eeg.npy,sub-015,ses-shortstories01,sub-015_ses-shortstories01_task-listeningActive_run-05_eeg.bdf,audiobook_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-015_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_4_eeg.npy,sub-015,ses-shortstories01,sub-015_ses-shortstories01_task-listeningActive_run-06_eeg.bdf,audiobook_4,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-015_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_3_eeg.npy,sub-015,ses-shortstories01,sub-015_ses-shortstories01_task-listeningActive_run-07_eeg.bdf,audiobook_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-015_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_5_1_eeg.npy,sub-015,ses-shortstories01,sub-015_ses-shortstories01_task-listeningActive_run-08_eeg.bdf,audiobook_5_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-015_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_5_2_eeg.npy,sub-015,ses-shortstories01,sub-015_ses-shortstories01_task-listeningActive_run-09_eeg.bdf,audiobook_5_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-015_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_5_3_eeg.npy,sub-015,ses-shortstories01,sub-015_ses-shortstories01_task-listeningActive_run-10_eeg.bdf,audiobook_5_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-016_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_5_1_eeg.npy,sub-016,ses-shortstories01,sub-016_ses-shortstories01_task-listeningActive_run-01_eeg.bdf,audiobook_5_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-016_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_5_2_eeg.npy,sub-016,ses-shortstories01,sub-016_ses-shortstories01_task-listeningActive_run-02_eeg.bdf,audiobook_5_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-016_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_3_eeg.npy,sub-016,ses-shortstories01,sub-016_ses-shortstories01_task-listeningActive_run-03_eeg.bdf,audiobook_5_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-016_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_3_eeg.npy,sub-016,ses-shortstories01,sub-016_ses-shortstories01_task-listeningActive_run-04_eeg.bdf,audiobook_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-016_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_1_eeg.npy,sub-016,ses-shortstories01,sub-016_ses-shortstories01_task-listeningActive_run-05_eeg.bdf,audiobook_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-016_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_4_eeg.npy,sub-016,ses-shortstories01,sub-016_ses-shortstories01_task-listeningActive_run-06_eeg.bdf,audiobook_4,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-016_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_6_1_eeg.npy,sub-016,ses-shortstories01,sub-016_ses-shortstories01_task-listeningActive_run-07_eeg.bdf,audiobook_6_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-016_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_6_2_eeg.npy,sub-016,ses-shortstories01,sub-016_ses-shortstories01_task-listeningActive_run-08_eeg.bdf,audiobook_6_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-016_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_2_1_eeg.npy,sub-016,ses-shortstories01,sub-016_ses-shortstories01_task-listeningActive_run-09_eeg.bdf,audiobook_2_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-016_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_2_2_eeg.npy,sub-016,ses-shortstories01,sub-016_ses-shortstories01_task-listeningActive_run-10_eeg.bdf,audiobook_2_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-017_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_5_1_eeg.npy,sub-017,ses-shortstories01,sub-017_ses-shortstories01_task-listeningActive_run-01_eeg.bdf,audiobook_5_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-017_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_5_2_eeg.npy,sub-017,ses-shortstories01,sub-017_ses-shortstories01_task-listeningActive_run-02_eeg.bdf,audiobook_5_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-017_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_2_1_eeg.npy,sub-017,ses-shortstories01,sub-017_ses-shortstories01_task-listeningActive_run-04_eeg.bdf,audiobook_2_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-017_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_2_2_eeg.npy,sub-017,ses-shortstories01,sub-017_ses-shortstories01_task-listeningActive_run-05_eeg.bdf,audiobook_2_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-018_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_5_1_eeg.npy,sub-018,ses-shortstories01,sub-018_ses-shortstories01_task-listeningActive_run-01_eeg.bdf,audiobook_5_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-018_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_5_2_eeg.npy,sub-018,ses-shortstories01,sub-018_ses-shortstories01_task-listeningActive_run-02_eeg.bdf,audiobook_5_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-018_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_3_eeg.npy,sub-018,ses-shortstories01,sub-018_ses-shortstories01_task-listeningActive_run-03_eeg.bdf,audiobook_5_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-018_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_4_eeg.npy,sub-018,ses-shortstories01,sub-018_ses-shortstories01_task-listeningActive_run-04_eeg.bdf,audiobook_4,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-018_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_3_eeg.npy,sub-018,ses-shortstories01,sub-018_ses-shortstories01_task-listeningActive_run-05_eeg.bdf,audiobook_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-018_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_6_1_eeg.npy,sub-018,ses-shortstories01,sub-018_ses-shortstories01_task-listeningActive_run-06_eeg.bdf,audiobook_6_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-018_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_6_2_eeg.npy,sub-018,ses-shortstories01,sub-018_ses-shortstories01_task-listeningActive_run-07_eeg.bdf,audiobook_6_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-018_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_1_eeg.npy,sub-018,ses-shortstories01,sub-018_ses-shortstories01_task-listeningActive_run-08_eeg.bdf,audiobook_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-018_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_2_1_eeg.npy,sub-018,ses-shortstories01,sub-018_ses-shortstories01_task-listeningActive_run-09_eeg.bdf,audiobook_2_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-018_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_2_2_eeg.npy,sub-018,ses-shortstories01,sub-018_ses-shortstories01_task-listeningActive_run-10_eeg.bdf,audiobook_2_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-019_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_6_1_eeg.npy,sub-019,ses-shortstories01,sub-019_ses-shortstories01_task-listeningActive_run-01_eeg.bdf,audiobook_6_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-019_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_6_2_eeg.npy,sub-019,ses-shortstories01,sub-019_ses-shortstories01_task-listeningActive_run-02_eeg.bdf,audiobook_6_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-019_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_3_eeg.npy,sub-019,ses-shortstories01,sub-019_ses-shortstories01_task-listeningActive_run-03_eeg.bdf,audiobook_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-019_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_5_1_eeg.npy,sub-019,ses-shortstories01,sub-019_ses-shortstories01_task-listeningActive_run-04_eeg.bdf,audiobook_5_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-019_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_5_2_eeg.npy,sub-019,ses-shortstories01,sub-019_ses-shortstories01_task-listeningActive_run-05_eeg.bdf,audiobook_5_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-019_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_5_3_eeg.npy,sub-019,ses-shortstories01,sub-019_ses-shortstories01_task-listeningActive_run-06_eeg.bdf,audiobook_5_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-019_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_4_eeg.npy,sub-019,ses-shortstories01,sub-019_ses-shortstories01_task-listeningActive_run-07_eeg.bdf,audiobook_4,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-019_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_2_1_eeg.npy,sub-019,ses-shortstories01,sub-019_ses-shortstories01_task-listeningActive_run-08_eeg.bdf,audiobook_2_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-019_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_2_2_eeg.npy,sub-019,ses-shortstories01,sub-019_ses-shortstories01_task-listeningActive_run-09_eeg.bdf,audiobook_2_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-019_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_1_eeg.npy,sub-019,ses-shortstories01,sub-019_ses-shortstories01_task-listeningActive_run-10_eeg.bdf,audiobook_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-020_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_3_eeg.npy,sub-020,ses-shortstories01,sub-020_ses-shortstories01_task-listeningActive_run-01_eeg.bdf,audiobook_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-020_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_5_1_eeg.npy,sub-020,ses-shortstories01,sub-020_ses-shortstories01_task-listeningActive_run-02_eeg.bdf,audiobook_5_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-020_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_5_2_eeg.npy,sub-020,ses-shortstories01,sub-020_ses-shortstories01_task-listeningActive_run-03_eeg.bdf,audiobook_5_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-020_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_5_3_eeg.npy,sub-020,ses-shortstories01,sub-020_ses-shortstories01_task-listeningActive_run-04_eeg.bdf,audiobook_5_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-020_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_2_1_eeg.npy,sub-020,ses-shortstories01,sub-020_ses-shortstories01_task-listeningActive_run-05_eeg.bdf,audiobook_2_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-020_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_2_2_eeg.npy,sub-020,ses-shortstories01,sub-020_ses-shortstories01_task-listeningActive_run-06_eeg.bdf,audiobook_2_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-020_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_6_1_eeg.npy,sub-020,ses-shortstories01,sub-020_ses-shortstories01_task-listeningActive_run-07_eeg.bdf,audiobook_6_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-020_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_6_2_eeg.npy,sub-020,ses-shortstories01,sub-020_ses-shortstories01_task-listeningActive_run-08_eeg.bdf,audiobook_6_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_1_1_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-01_eeg.bdf,audiobook_1_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_1_2_shifted_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-02_eeg.bdf,audiobook_1_2_shifted,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_4_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-03_eeg.bdf,audiobook_4,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_5_1_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-04_eeg.bdf,audiobook_5_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_5_2_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-05_eeg.bdf,audiobook_5_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_5_3_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-06_eeg.bdf,audiobook_5_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_6_1_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-07_eeg.bdf,audiobook_6_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_6_2_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-08_eeg.bdf,audiobook_6_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_2_1_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-09_eeg.bdf,audiobook_2_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_2_2_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-10_eeg.bdf,audiobook_2_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-021_ses-shortstories01_task-listeningActive_run-11_desc-preproc-audio-audiobook_3_eeg.npy,sub-021,ses-shortstories01,sub-021_ses-shortstories01_task-listeningActive_run-11_eeg.bdf,audiobook_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-022_ses-shortstories01_task-listeningActive_run-01_desc-preproc-audio-audiobook_1_1_eeg.npy,sub-022,ses-shortstories01,sub-022_ses-shortstories01_task-listeningActive_run-01_eeg.bdf,audiobook_1_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-022_ses-shortstories01_task-listeningActive_run-02_desc-preproc-audio-audiobook_1_2_shifted_eeg.npy,sub-022,ses-shortstories01,sub-022_ses-shortstories01_task-listeningActive_run-02_eeg.bdf,audiobook_1_2_shifted,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-022_ses-shortstories01_task-listeningActive_run-03_desc-preproc-audio-audiobook_2_1_eeg.npy,sub-022,ses-shortstories01,sub-022_ses-shortstories01_task-listeningActive_run-03_eeg.bdf,audiobook_2_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-022_ses-shortstories01_task-listeningActive_run-04_desc-preproc-audio-audiobook_2_2_eeg.npy,sub-022,ses-shortstories01,sub-022_ses-shortstories01_task-listeningActive_run-04_eeg.bdf,audiobook_2_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-022_ses-shortstories01_task-listeningActive_run-05_desc-preproc-audio-audiobook_4_eeg.npy,sub-022,ses-shortstories01,sub-022_ses-shortstories01_task-listeningActive_run-05_eeg.bdf,audiobook_4,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-022_ses-shortstories01_task-listeningActive_run-06_desc-preproc-audio-audiobook_3_eeg.npy,sub-022,ses-shortstories01,sub-022_ses-shortstories01_task-listeningActive_run-06_eeg.bdf,audiobook_3,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-022_ses-shortstories01_task-listeningActive_run-07_desc-preproc-audio-audiobook_6_1_eeg.npy,sub-022,ses-shortstories01,sub-022_ses-shortstories01_task-listeningActive_run-07_eeg.bdf,audiobook_6_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-022_ses-shortstories01_task-listeningActive_run-08_desc-preproc-audio-audiobook_6_2_eeg.npy,sub-022,ses-shortstories01,sub-022_ses-shortstories01_task-listeningActive_run-08_eeg.bdf,audiobook_6_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-022_ses-shortstories01_task-listeningActive_run-09_desc-preproc-audio-audiobook_5_1_eeg.npy,sub-022,ses-shortstories01,sub-022_ses-shortstories01_task-listeningActive_run-09_eeg.bdf,audiobook_5_1,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
SparrKULee,sub-022_ses-shortstories01_task-listeningActive_run-10_desc-preproc-audio-audiobook_5_2_eeg.npy,sub-022,ses-shortstories01,sub-022_ses-shortstories01_task-listeningActive_run-10_eeg.bdf,audiobook_5_2,UNKNOWN,PASS_VIRTUAL_INITIAL_QC,UNASSIGNED,No adjacent-time random split; repeated story and subject grouping; train-only fitted transforms
